Ano;Já foi atendido pelo CRAI?;Tipo de Atendimento;País de origem;Distrito de residência;Como ficou sabendo do serviço?;Escolaridade;Raça/Cor/Etnia declarada;Profissão;Relação de trabalho;Condição de moradia;Identidade de gênero;Orientação sexual;Idioma materno;Situação migratória atual;Foi vítima de violência?;Identifique o tipo de violação;Demanda do atendimento ;Total
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Médio Completo;Parda;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Médio Completo;Parda;Não informado;Não informado;Alugado;Não declarada;Não informado;Espanhol;Outra;Não informado;Não informado;Regularização migratória;2
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Médio Incompleto;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Árabe;Visto;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Médio Incompleto;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Médio Incompleto;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Não Declarado;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Não Declarado;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Superior Completo;Branca;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Espanhol;Refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Superior Completo;Branca;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Árabe;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Superior Completo;Branca;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Árabe;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Revalidação de diploma;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Superior Completo;Branca;Não informado;Não informado;Alugado;Não declarada;Não informado;Árabe;Residente fronteiriço;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Não informado;Superior Completo;Parda;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Outros serviços públicos;Médio Completo;Preta;Pedreiro;Não trabalha;Alugado;Outras identidades;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Acesso a serviços públicos;1
2020;Primeiro Atendimento;Presencial;OUTRO;Brás;Outros serviços públicos;Médio Incompleto;Preta;Administativo;Não trabalha;Alugado;Outras identidades;Heterossexual;Crioulo Haitiano;Autorização de residência por prazo indeterminado;Não;Não informado;Acesso a serviços públicos;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cachoeirinha;Amigos/Parentes;Médio Incompleto;Branca;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Residente fronteiriço;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Amigos/Parentes;Fundamental Completo;Branca;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Árabe;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Amigos/Parentes;Médio Incompleto;Indígena;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Quíchua;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Amigos/Parentes;Não Alfabetizada(o);Preta;Não informado;Não informado;Alugado;Não declarada;Não informado;Português;Naturalizado brasileiro;Não;Não informado;Orientações diversas;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Amigos/Parentes;Superior Completo;Prefere não declarar;Engenheira Civil ;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Outra;Não informado;Não informado;Acolhimento para situações de vulnerabilidade e risco;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Fundamental Completo;Preta;Não informado;Desempregada(o);Alugado;Mulher Cisgênero;Não informado;Crioulo Haitiano;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Árabe;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Crioulo Haitiano;Refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Médio Incompleto;Parda;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Não Declarado;Preta;Não informado;Não informado;Alugado;Não declarada;Não informado;Crioulo Haitiano;Autorização de residência temporária;Não informado;Não informado;Acesso a serviços públicos;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Não Declarado;Preta;Não informado;Não informado;Alugado;Não declarada;Não informado;Crioulo Haitiano;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Acesso a serviços públicos;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Superior Completo;Prefere não declarar;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Orientações diversas;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Superior Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Superior Incompleto;Prefere não declarar;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Orientações diversas;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cambuci;Não informado;Superior Incompleto;Preta;Estudante;Desempregada(o);Alugado;Mulher Cisgênero;Heterossexual;Crioulo Haitiano;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Campo Belo;Amigos/Parentes;Não Alfabetizada(o);Branca;Não informado;Desempregada(o);Alugado;Homem Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Não;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Campo Belo;Não informado;Médio Completo;Branca;Não informado;Não informado;Cedido;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Campo Limpo;Amigos/Parentes;Superior Completo;Branca;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não informado;Não informado;Orientações diversas;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cangaíba;Não informado;Médio Incompleto;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Francês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Capão Redondo;Não informado;Superior Completo;Branca;Não informado;Não informado;Próprio;Não declarada;Não informado;Holandesa;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Casa Verde;Não informado;Médio Completo;Indígena;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Mulher Cisgênero;Heterossexual;Espanhol;Indocumentado / Irregular;Sim;Trabalho escravo;Não informado;1
2020;Primeiro Atendimento;Presencial;OUTRO;Casa Verde;Não informado;Médio Completo;Parda;Não informado;Não informado;Cedido;Homem Cisgênero;Não informado;Espanhol;Autorização de residência temporária;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Casa Verde;Não informado;Médio Incompleto;Branca;Não informado;Não informado;Cedido;Mulher Cisgênero;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Casa Verde;Não informado;Médio Incompleto;Prefere não declarar;Não informado;Não informado;Cedido;Não declarada;Não informado;Espanhol;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cidade Ademar;Não informado;Médio Completo;Preta;Não informado;Não informado;Cedido;Homem Cisgênero;Não informado;Crioulo Haitiano;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cidade Ademar;Não informado;Médio Completo;Preta;Não informado;Não informado;Cedido;Mulher Cisgênero;Não informado;Crioulo Haitiano;Indocumentado / Irregular;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cidade Tiradentes;Amigos/Parentes;Médio Completo;Branca;Estetica;Não trabalha;Alugado;Mulher Cisgênero;Não informado;Português;Autorização de residência por prazo indeterminado;Não informado;Não informado;Orientações diversas;1
2020;Primeiro Atendimento;Presencial;OUTRO;Cidade Tiradentes;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Ermelino Matarazzo;Não informado;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Grajaú;Amigos/Parentes;Médio Completo;Preta;Estoquista ;Empregada(o) com carteira;Alugado;Homem Cisgênero;Heterossexual;Espanhol;Solicitante de reconhecimento da condição de refugiado;Não;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Grajaú;Não informado;Médio Completo;Branca;Não informado;Não informado;Alugado;Mulher Cisgênero;Não informado;Espanhol;Autorização de residência por prazo indeterminado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Grajaú;Não informado;Médio Completo;Preta;Não informado;Não informado;Acolhido em Abrigos / Unidades de reclusão;Homem Cisgênero;Não informado;Português;Refugiado;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Guaianazes;Amigos/Parentes;Ensino Técnico Completo;Preta;Enfermeira Obstetrica;Desempregada(o);Alugado;Não declarada;Não informado;Inglês;Solicitante de reconhecimento da condição de refugiado;Não informado;Não informado;Acesso a programas de cidadania;1
2020;Primeiro Atendimento;Presencial;OUTRO;Guaianazes;Amigos/Parentes;Médio Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Visto;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Guaianazes;Amigos/Parentes;Superior Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Visto;Não informado;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Guaianazes;Não informado;Ensino Técnico Incompleto;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Inglês;Naturalizado brasileiro;Não;Não informado;Regularização migratória;1
2020;Primeiro Atendimento;Presencial;OUTRO;Guaianazes;Não informado;Fundamental Completo;Preta;Não informado;Não informado;Alugado;Homem Cisgênero;Não informado;Português;Refugiado;Não informado;Não informado;Regularização migratória;1
